STOP DATE,"STOP TIME","SENT TO STATE","INCIDENT NUMBER","STOP TYPE DESCRIPTION","GEO CODE","ANONYMOUS HOUSE NUMBER","ADDRESS STREET","CROSS STREET","RACE DESCRIPTION","SEX DESCRIPTION","RESIDENCY CODE","AGE IN YEARS (at time of contact)","PAT-DOWN FRISK CONDUCTED","SEARCH CONDUCTED","CITATION ISSUED","ARREST MADE","REASON FOR STOP - DRUG TRANSACTION","REASON FOR STOP - RADIO BROADCAST CFS","REASON FOR STOP - FITS DESCRIPTION","REASON FOR STOP - CASING","REASON FOR STOP - PROXIMITY","REASON FOR STOP - GANG ENFORCEMENT","REASON FOR STOP - SUSPICIOUS ACTIVITY","REASON FOR STOP - OTHER","FRISK CONDUCTED BY","REASON FOR FRISK - ADMINISTRATIVE","REASON FOR FRISK - VERBAL THREATS","REASON FOR FRISK - CRIMINAL VIOLENT BEHAVIOR","REASON FOR FRISK - VIOLENT BEHAVIOR","REASON FOR FRISK - VIOLENT CRIME","REASON FOR FRISK - SUSPICIOUS BULGE","REASON FOR FRISK - EVASIVE","REASON FOR FRISK - OTHER","PAT-DOWN FRISK LED TO SEARCH BEYOND","SEARCH CONDUCTED BY","REASON FOR SEARCH - ADMINISTRATIVE","REASON FOR SEARCH - DRUGS","REASON FOR SEARCH - HARD OBJECT","REASON FOR SEARCH - FIREARM","REASON FOR SEARCH - OTHER WEAPON","REASON FOR SEARCH - OTHER","CONTRABAND FOUND","CONTRABAND FOUND - DRUGS","CONTRABAND FOUND - DRUG PARAPHERNALIA","CONTRABAND FOUND - ALCOHOL","CONTRABAND FOUND - WEAPON","CONTRABAND FOUND - STOLEN PROPERTY","CONTRABAND FOUND - OTHER","MAPPING ADDRESS"
09/22/2018,"21:37","NO","UF1801386","MOTOR VEHICLE NON-IVC","54611","100 BLOCK","W PARK ST",,"WHITE","FEMALE","N","19","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","100 W PARK ST ,URBANA,IL"
09/22/2018,"23:24","NO","UU1804524","PEDESTRIAN","54608","1200 BLOCK","W UNIVERSITY AVE",,"BLACK OR AFRICAN AMERICAN","MALE","U","41","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","1200 W UNIVERSITY AVE ,URBANA,IL"
09/21/2018,"10:12","NO","UU1804487","PEDESTRIAN","57511","700 BLOCK","W MICHIGAN AV",,"BLACK OR AFRICAN AMERICAN","MALE","Y","18","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","700 W MICHIGAN AV ,URBANA,IL"
09/21/2018,"14:05","YES","UU1804495","PEDESTRIAN","57609","1100 BLOCK","S VINE ST",,"BLACK OR AFRICAN AMERICAN","FEMALE","Y","11","YES","YES","NO","YES","NO","YES","YES","NO","NO","NO","NO","NO","CONSENT","YES","NO","NO","NO","NO","NO","NO","NO","YES","SEARCH INCIDENT TO ARREST","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","1100 S VINE ST ,URBANA,IL"
09/20/2018,"04:18","NO","UF1801326","PEDESTRIAN","54610","600 BLOCK","W PARK ST",,"BLACK OR AFRICAN AMERICAN","FEMALE","Y","23","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","600 W PARK ST ,URBANA,IL"
09/20/2018,"04:18","NO","UF1801326","PEDESTRIAN","54610","600 BLOCK","W PARK ST",,"BLACK OR AFRICAN AMERICAN","MALE","Y","22","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","600 W PARK ST ,URBANA,IL"
09/20/2018,"05:46","YES","UU1804464","PEDESTRIAN","51907","1600 BLOCK","CUNNINGHAM AV",,"BLACK OR AFRICAN AMERICAN","MALE","N","26","NO","YES","NO","YES","NO","YES","YES","NO","YES","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","SEARCH INCIDENT TO ARREST","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","1600 CUNNINGHAM AV ,URBANA,IL"
09/20/2018,"05:58","NO","UU1804464","PEDESTRIAN","51907","1600 BLOCK","CUNNINGHAM AV",,"BLACK OR AFRICAN AMERICAN","MALE","N","25","NO","NO","NO","NO","NO","YES","YES","NO","YES","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","1600 CUNNINGHAM AV ,URBANA,IL"
09/20/2018,"15:59","NO","UU1804473","BICYCLE","54711","1 BLOCK","MAIN ST","VINE ST N","BLACK OR AFRICAN AMERICAN","MALE","N","17","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","1 MAIN ST ,URBANA,IL"
09/20/2018,"18:09","YES","UU1804478","PEDESTRIAN","54703","800 BLOCK","KERR AV",,"BLACK OR AFRICAN AMERICAN","MALE","Y","16","YES","YES","NO","YES","NO","YES","YES","NO","YES","NO","NO","NO","REASONABLE SUSPICION","NO","NO","NO","NO","NO","NO","YES","NO","NO","SEARCH INCIDENT TO ARREST","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","800 KERR AV ,URBANA,IL"
09/20/2018,"18:10","YES","UU1804478","PEDESTRIAN","54703","800 BLOCK","KERR AV",,"BLACK OR AFRICAN AMERICAN","MALE","Y","14","YES","YES","NO","YES","NO","YES","YES","NO","YES","NO","NO","NO","REASONABLE SUSPICION","NO","NO","NO","NO","NO","NO","YES","NO","NO","SEARCH INCIDENT TO ARREST","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","NO","800 KERR AV ,URBANA,IL"
09/20/2018,"18:13","YES","UU1804478","PEDESTRIAN","54703","800 BLOCK","KERR AV",,"BLACK OR AFRICAN AMERICAN","MALE","N","13","YES","YES","NO","YES","NO","YES","YES","NO","YES","NO","NO","NO","REASONABLE SUSPICION","NO","NO","NO","NO","NO","NO","YES","NO","NO","SEARCH INCIDENT TO ARREST","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","800 KERR AV ,URBANA,IL"
09/20/2018,"21:52","NO","UB1803748","BICYCLE","57506","1 BLOCK","GREGORY","OREGON","HISPANIC OR LATINO","MALE","Y","18","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","YES","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","1 GREGORY ,URBANA,IL"
09/20/2018,"22:40","NO","UF1801332","PEDESTRIAN","54708","600 BLOCK","CUNNINGHAM AV",,"BLACK OR AFRICAN AMERICAN","MALE","Y","44","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","600 CUNNINGHAM AV ,URBANA,IL"
09/20/2018,"23:08","NO","UF1801333","MOTOR VEHICLE NON-IVC","63401","500 BLOCK","E WINDSOR RD",,"ASIAN","MALE","N","29","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","500 E WINDSOR RD ,URBANA,IL"
09/20/2018,"23:08","NO","UF1801333","MOTOR VEHICLE NON-IVC","63401","500 BLOCK","E WINDSOR RD",,"WHITE","FEMALE","Y","22","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","500 E WINDSOR RD ,URBANA,IL"
09/19/2018,"10:47","NO","UB1803718S","BICYCLE","57501","1 BLOCK","NEVADA","GOODWIN","WHITE","MALE","N","18","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","YES","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","1 NEVADA ,URBANA,IL"
09/19/2018,"10:53","NO","UB1803714S","BICYCLE","57501","1 BLOCK","NEVADA","GOODWIN","WHITE","MALE","N","24","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","YES","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","1 NEVADA ,URBANA,IL"
09/19/2018,"11:05","NO","UB1803717S","BICYCLE","57501","1 BLOCK","NEVADA","GOODWIN","ASIAN","MALE","N","19","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","YES","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","1 NEVADA ,URBANA,IL"
09/19/2018,"12:00","NO","UB1803713S","BICYCLE","57501","1 BLOCK","NEVADA","GOODWIN","WHITE","MALE","N","18","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","YES","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","1 NEVADA ,URBANA,IL"
09/19/2018,"12:02","NO","UB1803716S","BICYCLE","57501","1 BLOCK","NEVADA","GOODWIN","ASIAN","FEMALE","N","22","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","YES","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","1 NEVADA ,URBANA,IL"
09/19/2018,"12:50","NO","UB1803715S","BICYCLE","57501","1 BLOCK","NEVADA","GOODWIN","HISPANIC OR LATINO","MALE","Y","18","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","YES","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","1 NEVADA ,URBANA,IL"
09/19/2018,"14:18","NO","UF1801322","PEDESTRIAN","60603","2500 BLOCK","PHILO RD",,"BLACK OR AFRICAN AMERICAN","FEMALE","Y","24","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","2500 PHILO RD ,URBANA,IL"
09/19/2018,"15:45","NO","UU1804454","PEDESTRIAN","54711","200 BLOCK","N VINE ST",,"BLACK OR AFRICAN AMERICAN","FEMALE","N","13","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","200 N VINE ST ,URBANA,IL"
09/19/2018,"15:45","NO","UU1804454","PEDESTRIAN","54711","200 BLOCK","N VINE ST",,"BLACK OR AFRICAN AMERICAN","FEMALE","Y","13","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","200 N VINE ST ,URBANA,IL"
09/19/2018,"15:45","NO","UU1804454","PEDESTRIAN","54711","200 BLOCK","N VINE ST",,"BLACK OR AFRICAN AMERICAN","MALE","Y","12","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","200 N VINE ST ,URBANA,IL"
09/19/2018,"15:45","NO","UU1804454","PEDESTRIAN","54711","200 BLOCK","N VINE ST",,"BLACK OR AFRICAN AMERICAN","MALE","Y","13","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","200 N VINE ST ,URBANA,IL"
09/19/2018,"18:11","YES","UU1804459","PEDESTRIAN","54711","200 BLOCK","N VINE ST",,"BLACK OR AFRICAN AMERICAN","MALE","Y","34","NO","YES","YES","NO","NO","YES","YES","NO","YES","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","SEARCH INCIDENT TO ARREST","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","NO","200 N VINE ST ,URBANA,IL"
09/18/2018,"00:26","NO","UF1801306","PEDESTRIAN","54611","400 BLOCK","W UNIVERSITY AV",,"BLACK OR AFRICAN AMERICAN","MALE","N","58","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","400 W UNIVERSITY AV ,URBANA,IL"
09/18/2018,"13:00","NO","UF1801334","PEDESTRIAN","57609","1 BLOCK","VINE ST","FAIRLAWN DR","BLACK OR AFRICAN AMERICAN","MALE","U","43","NO","NO","NO","NO","NO","YES","YES","NO","YES","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","1 VINE ST ,URBANA,IL"
09/18/2018,"15:55","YES","UU1804431","PEDESTRIAN","54603","1500 BLOCK","N LINCOLN AV",,"BLACK OR AFRICAN AMERICAN","MALE","N","23","NO","YES","NO","YES","NO","YES","YES","NO","YES","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","SEARCH INCIDENT TO ARREST","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","1500 N LINCOLN AV ,URBANA,IL"
09/18/2018,"15:55","NO","UU1804431","PEDESTRIAN","54603","1500 BLOCK","N LINCOLN AV",,"BLACK OR AFRICAN AMERICAN","MALE","Y","21","NO","NO","NO","NO","NO","YES","YES","NO","YES","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","1500 N LINCOLN AV ,URBANA,IL"
09/18/2018,"18:42","YES","UU1804437","PEDESTRIAN","57601","300 BLOCK","S BROADWAY AV",,"BLACK OR AFRICAN AMERICAN","MALE","Y","12","NO","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","300 S BROADWAY AV ,URBANA,IL"
09/18/2018,"18:43","YES","UU1804437","PEDESTRIAN","57601","300 BLOCK","S BROADWAY AV",,"BLACK OR AFRICAN AMERICAN","MALE","Y","12","NO","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","300 S BROADWAY AV ,URBANA,IL"
09/18/2018,"18:44","YES","UU1804437","PEDESTRIAN","57601","300 BLOCK","S BROADWAY AV",,"BLACK OR AFRICAN AMERICAN","FEMALE","Y","12","NO","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","300 S BROADWAY AV ,URBANA,IL"
09/18/2018,"18:45","YES","UU1804437","PEDESTRIAN","57601","300 BLOCK","S BROADWAY AV",,"BLACK OR AFRICAN AMERICAN","FEMALE","Y","13","NO","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","300 S BROADWAY AV ,URBANA,IL"
